"Eastern Date Hour","Eastern Date Hour Time Zone","Zone Name","Zone PTID","DAM Zonal LBMP","DAM Zonal Losses","DAM Zonal Congestion","DAM Zonal Price Version"
"2019/03/18 00:00:00","EDT","LONGIL","61762","31.67","3.54","-0.01","1"
"2019/03/18 01:00:00","EDT","LONGIL","61762","30.03","3.41","-0.01","1"
"2019/03/18 02:00:00","EDT","LONGIL","61762","29.27","3.13","-0.01","1"
"2019/03/18 03:00:00","EDT","LONGIL","61762","29.38","3.19","-0.01","1"
"2019/03/18 04:00:00","EDT","LONGIL","61762","29.58","3.05","-0.01","1"
"2019/03/18 05:00:00","EDT","LONGIL","61762","33.02","3.88","-0.01","1"
"2019/03/18 06:00:00","EDT","LONGIL","61762","43.28","5.05","0","1"
"2019/03/18 07:00:00","EDT","LONGIL","61762","46.19","5.09","0","1"
"2019/03/18 08:00:00","EDT","LONGIL","61762","43.92","5.12","-0.02","1"
"2019/03/18 09:00:00","EDT","LONGIL","61762","41.56","5.39","-0.19","1"
"2019/03/18 10:00:00","EDT","LONGIL","61762","41.88","5.51","-1.95","1"
"2019/03/18 11:00:00","EDT","LONGIL","61762","40.87","5.02","-4.43","1"
"2019/03/18 12:00:00","EDT","LONGIL","61762","36.32","4.77","-1.53","1"
"2019/03/18 13:00:00","EDT","LONGIL","61762","34.6","4.58","-1.37","1"
"2019/03/18 14:00:00","EDT","LONGIL","61762","33.36","4.42","-1.64","1"
"2019/03/18 15:00:00","EDT","LONGIL","61762","33.65","4.47","-1.58","1"
"2019/03/18 16:00:00","EDT","LONGIL","61762","34.76","4.63","-1.87","1"
"2019/03/18 17:00:00","EDT","LONGIL","61762","42.06","5.37","-3.94","1"
"2019/03/18 18:00:00","EDT","LONGIL","61762","45.16","5.52","-4.48","1"
"2019/03/18 19:00:00","EDT","LONGIL","61762","52.04","6.18","-4.42","1"
"2019/03/18 20:00:00","EDT","LONGIL","61762","53.67","5.82","-10.04","1"
"2019/03/18 21:00:00","EDT","LONGIL","61762","57.67","4.98","-19.73","1"
"2019/03/18 22:00:00","EDT","LONGIL","61762","35.59","4.52","-2.49","1"
"2019/03/18 23:00:00","EDT","LONGIL","61762","32.81","3.85","-0.03","1"
"2019/03/19 00:00:00","EDT","LONGIL","61762","32.29","3.59","-0.01","1"
"2019/03/19 01:00:00","EDT","LONGIL","61762","31.12","3.41","-0.01","1"
"2019/03/19 02:00:00","EDT","LONGIL","61762","30.38","3.11","-0.01","1"
"2019/03/19 03:00:00","EDT","LONGIL","61762","30.56","3.15","-0.01","1"
"2019/03/19 04:00:00","EDT","LONGIL","61762","31.01","3.02","-0.01","1"
"2019/03/19 05:00:00","EDT","LONGIL","61762","35.99","3.97","-0.01","1"
"2019/03/19 06:00:00","EDT","LONGIL","61762","45.76","5.01","0","1"
"2019/03/19 07:00:00","EDT","LONGIL","61762","49.37","5.37","0","1"
"2019/03/19 08:00:00","EDT","LONGIL","61762","45.64","5.14","0","1"
"2019/03/19 09:00:00","EDT","LONGIL","61762","41.53","5.6","-0.01","1"
"2019/03/19 10:00:00","EDT","LONGIL","61762","39.31","5.33","0","1"
"2019/03/19 11:00:00","EDT","LONGIL","61762","36.69","4.98","-0.19","1"
"2019/03/19 12:00:00","EDT","LONGIL","61762","35.35","4.34","-2.63","1"
"2019/03/19 13:00:00","EDT","LONGIL","61762","35.16","4.41","-2.84","1"
"2019/03/19 14:00:00","EDT","LONGIL","61762","33.15","4.28","-1.95","1"
"2019/03/19 15:00:00","EDT","LONGIL","61762","32.78","4.44","-1.27","1"
"2019/03/19 16:00:00","EDT","LONGIL","61762","35.41","4.51","-2.35","1"
"2019/03/19 17:00:00","EDT","LONGIL","61762","37.75","5.01","-0.82","1"
"2019/03/19 18:00:00","EDT","LONGIL","61762","43.23","6.02","-0.25","1"
"2019/03/19 19:00:00","EDT","LONGIL","61762","53.81","6.84","-2.51","1"
"2019/03/19 20:00:00","EDT","LONGIL","61762","47.62","6.36","-0.96","1"
"2019/03/19 21:00:00","EDT","LONGIL","61762","44.37","6","-1.76","1"
"2019/03/19 22:00:00","EDT","LONGIL","61762","35.29","4.68","-0.02","1"
"2019/03/19 23:00:00","EDT","LONGIL","61762","32.88","4.29","-0.01","1"
"2019/03/20 00:00:00","EDT","LONGIL","61762","30.37","3.44","-1.46","1"
"2019/03/20 01:00:00","EDT","LONGIL","61762","29.2","3.58","0","1"
"2019/03/20 02:00:00","EDT","LONGIL","61762","28.51","3.28","0","1"
"2019/03/20 03:00:00","EDT","LONGIL","61762","28.62","3.34","-0.38","1"
"2019/03/20 04:00:00","EDT","LONGIL","61762","29.44","3.11","-1.69","1"
"2019/03/20 05:00:00","EDT","LONGIL","61762","33.57","4.09","-0.66","1"
"2019/03/20 06:00:00","EDT","LONGIL","61762","43.67","5.63","0","1"
"2019/03/20 07:00:00","EDT","LONGIL","61762","47.84","5.88","0","1"
"2019/03/20 08:00:00","EDT","LONGIL","61762","42.11","5.27","-0.01","1"
"2019/03/20 09:00:00","EDT","LONGIL","61762","39.75","5.42","-0.05","1"
"2019/03/20 10:00:00","EDT","LONGIL","61762","36.88","5","-0.01","1"
"2019/03/20 11:00:00","EDT","LONGIL","61762","33.49","4.45","-0.48","1"
"2019/03/20 12:00:00","EDT","LONGIL","61762","31.85","4.29","-0.4","1"
"2019/03/20 13:00:00","EDT","LONGIL","61762","31.22","4.26","-0.52","1"
"2019/03/20 14:00:00","EDT","LONGIL","61762","30.57","4.13","-0.65","1"
"2019/03/20 15:00:00","EDT","LONGIL","61762","30.59","4.17","-0.66","1"
"2019/03/20 16:00:00","EDT","LONGIL","61762","31.83","4.45","-0.91","1"
"2019/03/20 17:00:00","EDT","LONGIL","61762","34.8","4.62","-2.19","1"
"2019/03/20 18:00:00","EDT","LONGIL","61762","40.87","5.03","-5.7","1"
"2019/03/20 19:00:00","EDT","LONGIL","61762","48.64","6.12","-5.41","1"
"2019/03/20 20:00:00","EDT","LONGIL","61762","43.64","5.36","-6.39","1"
"2019/03/20 21:00:00","EDT","LONGIL","61762","44.34","4.49","-12.47","1"
"2019/03/20 22:00:00","EDT","LONGIL","61762","32.02","3.99","-3.27","1"
"2019/03/20 23:00:00","EDT","LONGIL","61762","28.64","3.59","-0.25","1"
