"RTD End Time Stamp","Zone Name","Zone PTID","RTD Zonal LBMP","RTD Zonal Losses","RTD Zonal Congestion","RTD Zonal Price Version"
"2019/01/01 17:50:00","LONGIL","61762","29.86","3.69","0","1"
"2019/01/01 17:55:00","LONGIL","61762","29.81","3.64","0","1"
"2019/01/01 18:00:00","LONGIL","61762","30.97","3.73","0","1"
"2019/01/01 18:05:00","LONGIL","61762","31.49","3.77","0","1"
"2019/01/01 18:10:00","LONGIL","61762","33.12","3.89","0","1"
"2019/01/01 18:15:00","LONGIL","61762","31.36","3.73","0","1"
"2019/01/01 18:20:00","LONGIL","61762","30.24","3.62","0","1"
"2019/01/01 18:25:00","LONGIL","61762","32.43","3.78","0","1"
"2019/01/01 18:30:00","LONGIL","61762","31.71","3.65","0","1"
"2019/01/01 18:35:00","LONGIL","61762","24.46","2.85","0","1"
"2019/01/01 18:40:00","LONGIL","61762","27.43","3.24","0","1"
"2019/01/01 18:45:00","LONGIL","61762","27.29","3.23","0","1"
"2019/01/01 18:50:00","LONGIL","61762","28.83","3.34","0","1"
"2019/01/01 18:55:00","LONGIL","61762","24.51","2.84","0","1"
"2019/01/01 19:00:00","LONGIL","61762","28.84","3.36","0","1"
"2019/01/01 19:05:00","LONGIL","61762","18.12","2.14","0","1"
"2019/01/01 19:10:00","LONGIL","61762","19.22","2.26","0","1"
"2019/01/01 19:15:00","LONGIL","61762","24.23","2.84","0","1"
"2019/01/01 19:20:00","LONGIL","61762","24.46","2.85","0","1"
"2019/01/01 19:25:00","LONGIL","61762","28.33","3.28","0","1"
"2019/01/01 19:30:00","LONGIL","61762","28.81","3.36","0","1"
"2019/01/01 19:35:00","LONGIL","61762","29.33","3.37","0","1"
"2019/01/01 19:40:00","LONGIL","61762","30.28","3.46","0","1"
"2019/01/01 19:45:00","LONGIL","61762","27.33","3.17","0","1"
"2019/01/01 19:50:00","LONGIL","61762","24.31","2.82","0","1"
"2019/01/01 19:55:00","LONGIL","61762","24.46","2.83","0","1"
"2019/01/01 20:00:00","LONGIL","61762","28.78","3.33","0","1"
"2019/01/01 20:05:00","LONGIL","61762","28.78","3.31","0","1"
"2019/01/01 20:10:00","LONGIL","61762","27.76","3.19","0","1"
"2019/01/01 20:15:00","LONGIL","61762","28.76","3.35","0","1"
"2019/01/01 20:20:00","LONGIL","61762","28.27","3.32","0","1"
"2019/01/01 20:25:00","LONGIL","61762","26.93","3.1","0","1"
"2019/01/01 20:30:00","LONGIL","61762","24.25","2.73","0","1"
"2019/01/01 20:35:00","LONGIL","61762","24.31","2.7","0","1"
"2019/01/01 20:40:00","LONGIL","61762","20.29","2.24","0","1"
"2019/01/01 20:45:00","LONGIL","61762","21.12","2.35","0","1"
"2019/01/01 20:50:00","LONGIL","61762","24.29","2.7","0","1"
"2019/01/01 20:55:00","LONGIL","61762","19.74","2.18","0","1"
"2019/01/01 21:00:00","LONGIL","61762","24.32","2.82","0","1"
"2019/01/01 21:05:00","LONGIL","61762","34.55","3.97","0","1"
"2019/01/01 21:10:00","LONGIL","61762","31.39","3.56","-0.01","1"
"2019/01/01 21:15:00","LONGIL","61762","24.32","2.8","-0.01","1"
"2019/01/01 21:20:00","LONGIL","61762","14.77","1.69","-0.01","1"
"2019/01/01 21:25:00","LONGIL","61762","14.8","1.69","-0.01","1"
"2019/01/01 21:30:00","LONGIL","61762","19.22","2.16","-0.01","1"
"2019/01/01 21:35:00","LONGIL","61762","11.66","1.28","-0.01","1"
"2019/01/01 21:40:00","LONGIL","61762","11.54","1.25","-0.01","1"
"2019/01/01 21:45:00","LONGIL","61762","5.33","0.58","-0.01","1"
"2019/01/01 21:50:00","LONGIL","61762","4.33","0.47","0","1"
"2019/01/01 21:55:00","LONGIL","61762","7.03","0.76","-0.01","1"
"2019/01/01 22:00:00","LONGIL","61762","19.12","2.09","0","1"
"2019/01/01 22:05:00","LONGIL","61762","19.24","2.14","-0.01","1"
"2019/01/01 22:10:00","LONGIL","61762","28.88","3.21","-0.01","1"
"2019/01/01 22:15:00","LONGIL","61762","24.32","2.66","-0.01","1"
"2019/01/01 22:20:00","LONGIL","61762","14.54","1.59","0","1"
"2019/01/01 22:25:00","LONGIL","61762","19.2","2.06","0","1"
"2019/01/01 22:30:00","LONGIL","61762","14.42","1.53","0","1"
"2019/01/01 22:35:00","LONGIL","61762","5.74","0.61","0","1"
"2019/01/01 22:40:00","LONGIL","61762","5.72","0.6","0","1"
"2019/01/01 22:45:00","LONGIL","61762","3.44","0.36","0","1"
"2019/01/01 22:50:00","LONGIL","61762","3.41","0.35","0","1"
"2019/01/01 22:55:00","LONGIL","61762","0.29","0.03","0","1"
"2019/01/01 23:00:00","LONGIL","61762","17.05","1.84","0","1"
"2019/01/01 23:05:00","LONGIL","61762","14.73","1.62","0","1"
"2019/01/01 23:10:00","LONGIL","61762","14.63","1.58","0","1"
"2019/01/01 23:15:00","LONGIL","61762","14.59","1.54","0","1"
"2019/01/01 23:20:00","LONGIL","61762","11.56","1.19","-0.01","1"
"2019/01/01 23:25:00","LONGIL","61762","11.5","1.19","0","1"
"2019/01/01 23:30:00","LONGIL","61762","14.49","1.51","0","1"
"2019/01/01 23:35:00","LONGIL","61762","14.81","1.55","0","1"
"2019/01/01 23:40:00","LONGIL","61762","14.7","1.52","0","1"
"2019/01/01 23:45:00","LONGIL","61762","11.76","1.22","0","1"
"2019/01/01 23:50:00","LONGIL","61762","5.82","0.6","0","1"
"2019/01/01 23:55:00","LONGIL","61762","5.79","0.58","0","1"
"2019/01/02 00:00:00","LONGIL","61762","8.62","0.86","0","1"
"2019/01/02 00:05:00","LONGIL","61762","20.54","2.07","0","1"
"2019/01/02 00:10:00","LONGIL","61762","8.71","0.86","0","1"
"2019/01/02 00:15:00","LONGIL","61762","6.92","0.67","0","1"
"2019/01/02 00:20:00","LONGIL","61762","6.87","0.66","0","1"
"2019/01/02 00:25:00","LONGIL","61762","6.82","0.65","0","1"
"2019/01/02 00:30:00","LONGIL","61762","8.57","0.82","0","1"
"2019/01/02 00:35:00","LONGIL","61762","20.39","1.94","0","1"
"2019/01/02 00:40:00","LONGIL","61762","8.58","0.8","0","1"
"2019/01/02 00:45:00","LONGIL","61762","6.84","0.63","0","1"
"2019/01/02 00:50:00","LONGIL","61762","6.88","0.64","0","1"
"2019/01/02 00:55:00","LONGIL","61762","-3.66","-0.33","0","1"
"2019/01/02 01:00:00","LONGIL","61762","22.03","2.06","0","1"
"2019/01/02 01:05:00","LONGIL","61762","11.63","1.11","0","1"
"2019/01/02 01:10:00","LONGIL","61762","24.43","2.26","0","1"
"2019/01/02 01:15:00","LONGIL","61762","18.92","1.8","0","1"
"2019/01/02 01:20:00","LONGIL","61762","23.19","0.87","-14.01","1"
"2019/01/02 01:25:00","LONGIL","61762","22.03","2.06","0","1"
"2019/01/02 01:30:00","LONGIL","61762","11.5","1.07","0","1"
"2019/01/02 01:35:00","LONGIL","61762","8.58","0.79","0","1"
"2019/01/02 01:40:00","LONGIL","61762","11.43","1.06","0","1"
"2019/01/02 01:45:00","LONGIL","61762","17.62","1.6","0","1"
"2019/01/02 01:50:00","LONGIL","61762","6.77","0.62","0","1"
"2019/01/02 01:55:00","LONGIL","61762","6.77","0.62","0","1"
"2019/01/02 02:00:00","LONGIL","61762","5.59","0.5","0","1"
"2019/01/02 02:05:00","LONGIL","61762","1.7","0.15","0","1"
"2019/01/02 02:10:00","LONGIL","61762","5.66","0.51","0","1"
"2019/01/02 02:15:00","LONGIL","61762","5.68","0.51","0","1"
"2019/01/02 02:20:00","LONGIL","61762","5.67","0.51","0","1"
"2019/01/02 02:25:00","LONGIL","61762","5.69","0.51","0","1"
"2019/01/02 02:30:00","LONGIL","61762","5.68","0.51","0","1"
"2019/01/02 02:35:00","LONGIL","61762","5.71","0.51","0","1"
"2019/01/02 02:40:00","LONGIL","61762","5.7","0.51","0","1"
"2019/01/02 02:45:00","LONGIL","61762","5.69","0.51","0","1"
"2019/01/02 02:50:00","LONGIL","61762","5.69","0.51","0","1"
"2019/01/02 02:55:00","LONGIL","61762","5.7","0.51","0","1"
"2019/01/02 03:00:00","LONGIL","61762","5.68","0.5","0","1"
"2019/01/02 03:05:00","LONGIL","61762","6.86","0.6","0","1"
"2019/01/02 03:10:00","LONGIL","61762","6.86","0.6","0","1"
"2019/01/02 03:15:00","LONGIL","61762","6.84","0.6","0","1"
"2019/01/02 03:20:00","LONGIL","61762","6.81","0.59","0","1"
"2019/01/02 03:25:00","LONGIL","61762","6.84","0.6","0","1"
"2019/01/02 03:30:00","LONGIL","61762","6.81","0.6","0","1"
"2019/01/02 03:35:00","LONGIL","61762","6.83","0.6","0","1"
"2019/01/02 03:40:00","LONGIL","61762","6.85","0.6","0","1"
"2019/01/02 03:45:00","LONGIL","61762","6.85","0.61","0","1"
"2019/01/02 03:50:00","LONGIL","61762","6.83","0.6","0","1"
"2019/01/02 03:55:00","LONGIL","61762","6.88","0.61","0","1"
"2019/01/02 04:00:00","LONGIL","61762","5.71","0.51","0","1"
"2019/01/02 04:05:00","LONGIL","61762","5.72","0.52","0","1"
"2019/01/02 04:10:00","LONGIL","61762","5.67","0.52","0","1"
"2019/01/02 04:15:00","LONGIL","61762","1.69","0.16","0","1"
"2019/01/02 04:20:00","LONGIL","61762","5.66","0.52","0","1"
"2019/01/02 04:25:00","LONGIL","61762","6.87","0.64","0","1"
"2019/01/02 04:30:00","LONGIL","61762","6.95","0.64","0","1"
"2019/01/02 04:35:00","LONGIL","61762","8.74","0.82","0","1"
"2019/01/02 04:40:00","LONGIL","61762","6.94","0.64","0","1"
"2019/01/02 04:45:00","LONGIL","61762","6.9","0.63","0","1"
"2019/01/02 04:50:00","LONGIL","61762","5.67","0.5","0","1"
"2019/01/02 04:55:00","LONGIL","61762","10.11","0.89","0","1"
"2019/01/02 05:00:00","LONGIL","61762","1.68","0.15","0","1"
"2019/01/02 05:05:00","LONGIL","61762","22.03","2.02","0","1"
"2019/01/02 05:10:00","LONGIL","61762","23.71","0.32","-20.3","1"
"2019/01/02 05:15:00","LONGIL","61762","8.65","0.81","0","1"
"2019/01/02 05:20:00","LONGIL","61762","11.58","1.09","0","1"
"2019/01/02 05:25:00","LONGIL","61762","11.67","1.12","0","1"
"2019/01/02 05:30:00","LONGIL","61762","8.67","0.82","0","1"
"2019/01/02 05:35:00","LONGIL","61762","8.64","0.83","0","1"
"2019/01/02 05:40:00","LONGIL","61762","8.63","0.83","0","1"
"2019/01/02 05:45:00","LONGIL","61762","8.55","0.83","0","1"
"2019/01/02 05:50:00","LONGIL","61762","6.85","0.67","0","1"
"2019/01/02 05:55:00","LONGIL","61762","22.13","2.19","0","1"
"2019/01/02 06:00:00","LONGIL","61762","2.53","0.24","0","1"
"2019/01/02 06:05:00","LONGIL","61762","6.81","0.65","0","1"
"2019/01/02 06:10:00","LONGIL","61762","6.84","0.67","0","1"
"2019/01/02 06:15:00","LONGIL","61762","22.15","2.23","0","1"
"2019/01/02 06:20:00","LONGIL","61762","22.19","2.25","0","1"
"2019/01/02 06:25:00","LONGIL","61762","22.23","2.27","0","1"
"2019/01/02 06:30:00","LONGIL","61762","22.6","2.37","0","1"
"2019/01/02 06:35:00","LONGIL","61762","28.53","2.4","-5.81","1"
"2019/01/02 06:40:00","LONGIL","61762","23.89","2.54","-0.01","1"
"2019/01/02 06:45:00","LONGIL","61762","23.98","2.62","-0.01","1"
"2019/01/02 06:50:00","LONGIL","61762","28.8","3.18","-0.01","1"
"2019/01/02 06:55:00","LONGIL","61762","29.07","3.14","-0.01","1"
"2019/01/02 07:00:00","LONGIL","61762","25.42","2.8","0","1"
"2019/01/02 07:05:00","LONGIL","61762","25.58","2.94","0","1"
"2019/01/02 07:10:00","LONGIL","61762","26.77","3.1","0","1"
"2019/01/02 07:15:00","LONGIL","61762","24.66","2.78","0","1"
"2019/01/02 07:20:00","LONGIL","61762","24.1","2.7","0","1"
"2019/01/02 07:25:00","LONGIL","61762","28.87","3.28","0","1"
"2019/01/02 07:30:00","LONGIL","61762","29.39","3.34","0","1"
"2019/01/02 07:35:00","LONGIL","61762","29.93","3.42","0","1"
"2019/01/02 07:40:00","LONGIL","61762","29.84","3.46","0","1"
"2019/01/02 07:45:00","LONGIL","61762","29.81","3.45","0","1"
"2019/01/02 07:50:00","LONGIL","61762","28.86","3.39","0","1"
"2019/01/02 07:55:00","LONGIL","61762","28.89","3.39","0","1"
"2019/01/02 08:00:00","LONGIL","61762","29.21","3.47","0","1"
"2019/01/02 08:05:00","LONGIL","61762","29.43","3.52","0","1"
"2019/01/02 08:10:00","LONGIL","61762","30.87","3.67","0","1"
"2019/01/02 08:15:00","LONGIL","61762","31","3.66","0","1"
"2019/01/02 08:20:00","LONGIL","61762","32.43","3.81","0","1"
"2019/01/02 08:25:00","LONGIL","61762","32.4","3.8","0","1"
"2019/01/02 08:30:00","LONGIL","61762","31.33","3.78","0","1"
"2019/01/02 08:35:00","LONGIL","61762","30.99","3.78","0","1"
"2019/01/02 08:40:00","LONGIL","61762","30.81","3.74","0","1"
"2019/01/02 08:45:00","LONGIL","61762","30.42","3.67","0","1"
"2019/01/02 08:50:00","LONGIL","61762","30.79","3.71","0","1"
"2019/01/02 08:55:00","LONGIL","61762","30.88","3.72","0","1"
"2019/01/02 09:00:00","LONGIL","61762","29.67","3.55","0","1"
"2019/01/02 09:05:00","LONGIL","61762","29.24","3.48","0","1"
"2019/01/02 09:10:00","LONGIL","61762","28.78","3.47","0","1"
"2019/01/02 09:15:00","LONGIL","61762","27.01","3.25","0","1"
"2019/01/02 09:20:00","LONGIL","61762","25.95","3.09","0","1"
"2019/01/02 09:25:00","LONGIL","61762","26.43","3.16","0","1"
"2019/01/02 09:30:00","LONGIL","61762","24.36","2.88","0","1"
"2019/01/02 09:35:00","LONGIL","61762","24.36","2.88","0","1"
"2019/01/02 09:40:00","LONGIL","61762","24.38","2.88","0","1"
"2019/01/02 09:45:00","LONGIL","61762","24.38","2.88","0","1"
"2019/01/02 09:50:00","LONGIL","61762","24.34","2.88","0","1"
"2019/01/02 09:55:00","LONGIL","61762","24.22","2.86","0","1"
"2019/01/02 10:00:00","LONGIL","61762","31.78","3.19","-3.26","1"
"2019/01/02 10:05:00","LONGIL","61762","31.92","2.9","-3.6","1"
"2019/01/02 10:10:00","LONGIL","61762","31.51","2.93","-3.27","1"
"2019/01/02 10:15:00","LONGIL","61762","31.53","3","-3.26","1"
"2019/01/02 10:20:00","LONGIL","61762","35.14","2.86","-8.27","1"
"2019/01/02 10:25:00","LONGIL","61762","33.07","2.98","-5.28","1"
"2019/01/02 10:30:00","LONGIL","61762","31.46","2.72","-5.67","1"
"2019/01/02 10:35:00","LONGIL","61762","27.5","2.38","-3.5","1"
"2019/01/02 10:40:00","LONGIL","61762","27.5","2.38","-3.5","1"
"2019/01/02 10:45:00","LONGIL","61762","29.02","2.5","-5","1"
"2019/01/02 10:50:00","LONGIL","61762","28.7","2.51","-4.68","1"
"2019/01/02 10:55:00","LONGIL","61762","30.03","2.72","-4.24","1"
"2019/01/02 11:00:00","LONGIL","61762","25.44","2.77","0","1"
"2019/01/02 11:05:00","LONGIL","61762","23.22","2.6","0","1"
"2019/01/02 11:10:00","LONGIL","61762","23.54","2.62","0","1"
"2019/01/02 11:15:00","LONGIL","61762","26.63","2.32","-3.73","1"
"2019/01/02 11:20:00","LONGIL","61762","28.21","2.47","-5.17","1"
"2019/01/02 11:25:00","LONGIL","61762","28.33","2.48","-5.13","1"
"2019/01/02 11:30:00","LONGIL","61762","23.19","2.46","0","1"
"2019/01/02 11:35:00","LONGIL","61762","23.21","2.48","0","1"
"2019/01/02 11:40:00","LONGIL","61762","23.21","2.48","0","1"
"2019/01/02 11:45:00","LONGIL","61762","21.43","2.28","0","1"
"2019/01/02 11:50:00","LONGIL","61762","18.27","1.9","0","1"
"2019/01/02 11:55:00","LONGIL","61762","15.32","1.59","0","1"
"2019/01/02 12:00:00","LONGIL","61762","23.17","2.44","0","1"
"2019/01/02 12:05:00","LONGIL","61762","26.74","2.84","0","1"
"2019/01/02 12:10:00","LONGIL","61762","28.29","2.96","0","1"
"2019/01/02 12:15:00","LONGIL","61762","15.15","1.55","0","1"
"2019/01/02 12:20:00","LONGIL","61762","15.27","1.54","0","1"
"2019/01/02 12:25:00","LONGIL","61762","16.98","1.72","0","1"
"2019/01/02 12:30:00","LONGIL","61762","21.35","2.18","0","1"
"2019/01/02 12:35:00","LONGIL","61762","28.25","2.89","0","1"
"2019/01/02 12:40:00","LONGIL","61762","26.62","2.7","0","1"
"2019/01/02 12:45:00","LONGIL","61762","25","2.56","0","1"
"2019/01/02 12:50:00","LONGIL","61762","15.19","1.53","0","1"
"2019/01/02 12:55:00","LONGIL","61762","22.46","2.26","0","1"
"2019/01/02 13:00:00","LONGIL","61762","22.34","2.12","0","1"
"2019/01/02 13:05:00","LONGIL","61762","27.92","2.47","0","1"
"2019/01/02 13:10:00","LONGIL","61762","23.47","2.11","0","1"
"2019/01/02 13:15:00","LONGIL","61762","22.73","2.16","0","1"
"2019/01/02 13:20:00","LONGIL","61762","22.73","2.18","0","1"
"2019/01/02 13:25:00","LONGIL","61762","22.8","2.22","0","1"
"2019/01/02 13:30:00","LONGIL","61762","23.23","2.3","0","1"
"2019/01/02 13:35:00","LONGIL","61762","28.23","2.73","0","1"
"2019/01/02 13:40:00","LONGIL","61762","25.27","2.46","0","1"
"2019/01/02 13:45:00","LONGIL","61762","24.96","2.49","0","1"
"2019/01/02 13:50:00","LONGIL","61762","25.61","2.56","0","1"
"2019/01/02 13:55:00","LONGIL","61762","24.94","2.47","0","1"
"2019/01/02 14:00:00","LONGIL","61762","28.28","2.98","0","1"
"2019/01/02 14:05:00","LONGIL","61762","28.59","3.08","0","1"
"2019/01/02 14:10:00","LONGIL","61762","29.28","3.11","0","1"
"2019/01/02 14:15:00","LONGIL","61762","28.59","3.04","0","1"
"2019/01/02 14:20:00","LONGIL","61762","28.59","3.06","0","1"
"2019/01/02 14:25:00","LONGIL","61762","28.59","3.08","0","1"
"2019/01/02 14:30:00","LONGIL","61762","28.59","3.11","0","1"
"2019/01/02 14:35:00","LONGIL","61762","28.5","3.1","0","1"
"2019/01/02 14:40:00","LONGIL","61762","29.42","3.15","0","1"
"2019/01/02 14:45:00","LONGIL","61762","28.64","3.14","0","1"
"2019/01/02 14:50:00","LONGIL","61762","29.45","3.18","0","1"
"2019/01/02 14:55:00","LONGIL","61762","31.04","3.32","0","1"
"2019/01/02 15:00:00","LONGIL","61762","29.96","3.21","0","1"
"2019/01/02 15:05:00","LONGIL","61762","30.42","3.16","0","1"
"2019/01/02 15:10:00","LONGIL","61762","30.32","3.2","0","1"
"2019/01/02 15:15:00","LONGIL","61762","30.94","3.36","0","1"
"2019/01/02 15:20:00","LONGIL","61762","31.37","3.38","0","1"
"2019/01/02 15:25:00","LONGIL","61762","31.1","3.43","0","1"
"2019/01/02 15:30:00","LONGIL","61762","31.51","3.48","0","1"
"2019/01/02 15:35:00","LONGIL","61762","31.51","3.45","0","1"
"2019/01/02 15:40:00","LONGIL","61762","31.67","3.47","0","1"
"2019/01/02 15:45:00","LONGIL","61762","31.54","3.5","0","1"
"2019/01/02 15:50:00","LONGIL","61762","32.19","3.58","0","1"
"2019/01/02 15:55:00","LONGIL","61762","31.1","3.5","0","1"
"2019/01/02 16:00:00","LONGIL","61762","30.09","3.48","0","1"
"2019/01/02 16:05:00","LONGIL","61762","30.02","3.55","0","1"
"2019/01/02 16:10:00","LONGIL","61762","30.21","3.55","0","1"
"2019/01/02 16:15:00","LONGIL","61762","30.62","3.62","0","1"
"2019/01/02 16:20:00","LONGIL","61762","31.19","3.71","0","1"
"2019/01/02 16:25:00","LONGIL","61762","31.39","3.73","0","1"
"2019/01/02 16:30:00","LONGIL","61762","30.17","3.47","0","1"
"2019/01/02 16:35:00","LONGIL","61762","31.41","3.57","0","1"
"2019/01/02 16:40:00","LONGIL","61762","40.17","3.66","-7.89","1"
"2019/01/02 16:45:00","LONGIL","61762","40.23","3.67","-7.88","1"
"2019/01/02 16:50:00","LONGIL","61762","41.08","3.81","-7.73","1"
"2019/01/02 16:52:17","LONGIL","61762","42.14","3.98","-7.56","1"
"2019/01/02 16:55:00","LONGIL","61762","44.69","4.82","0","1"
"2019/01/02 16:55:53","LONGIL","61762","44.69","4.82","0","1"
"2019/01/02 17:00:00","LONGIL","61762","44.68","4.43","0","1"
"2019/01/02 17:05:00","LONGIL","61762","44.68","4.43","0","1"
"2019/01/02 17:10:00","LONGIL","61762","67.08","6.81","0","1"
"2019/01/02 17:15:00","LONGIL","61762","90.59","8.98","0","1"
"2019/01/02 17:20:00","LONGIL","61762","151.44","14.77","0","1"
"2019/01/02 17:25:00","LONGIL","61762","272.02","26.06","0","1"
"2019/01/02 17:30:00","LONGIL","61762","50.48","5.2","0","1"
"2019/01/02 17:35:00","LONGIL","61762","33.88","3.55","0","1"
"2019/01/02 17:40:00","LONGIL","61762","33.14","3.47","0","1"
"2019/01/02 17:45:00","LONGIL","61762","33.7","3.56","0","1"
"2019/01/02 17:50:00","LONGIL","61762","40.25","4.21","0","1"
"2019/01/02 17:55:00","LONGIL","61762","44.69","4.68","0","1"
"2019/01/02 18:00:00","LONGIL","61762","56.04","6.14","0","1"
"2019/01/02 18:05:00","LONGIL","61762","46.42","5.19","0","1"
"2019/01/02 18:10:00","LONGIL","61762","45.74","5.04","0","1"
"2019/01/02 18:15:00","LONGIL","61762","86.53","9.2","0","1"
"2019/01/02 18:20:00","LONGIL","61762","46.76","4.97","0","1"
"2019/01/02 18:25:00","LONGIL","61762","47.61","5.06","0","1"
"2019/01/02 18:30:00","LONGIL","61762","88","9.35","0","1"
"2019/01/02 18:35:00","LONGIL","61762","164.18","17.32","0","1"
"2019/01/02 18:40:00","LONGIL","61762","86.52","9.4","0","1"
"2019/01/02 18:45:00","LONGIL","61762","32.93","3.76","0","1"
"2019/01/02 18:50:00","LONGIL","61762","32.06","3.71","0","1"
"2019/01/02 18:55:00","LONGIL","61762","31.92","3.7","0","1"
"2019/01/02 19:00:00","LONGIL","61762","32.84","3.96","0","1"
"2019/01/02 19:05:00","LONGIL","61762","33.16","3.87","0","1"
"2019/01/02 19:10:00","LONGIL","61762","33.63","3.92","0","1"
"2019/01/02 19:15:00","LONGIL","61762","33.19","3.9","0","1"
"2019/01/02 19:20:00","LONGIL","61762","33.65","3.92","0","1"
"2019/01/02 19:25:00","LONGIL","61762","33.59","3.89","0","1"
"2019/01/02 19:30:00","LONGIL","61762","32.24","3.81","0","1"
"2019/01/02 19:35:00","LONGIL","61762","31.05","3.74","0","1"
"2019/01/02 19:40:00","LONGIL","61762","30.66","3.72","0","1"
"2019/01/02 19:45:00","LONGIL","61762","31.43","3.74","0","1"
"2019/01/02 19:50:00","LONGIL","61762","31.36","3.71","0","1"
"2019/01/02 19:55:00","LONGIL","61762","31.11","3.68","0","1"
"2019/01/02 20:00:00","LONGIL","61762","31.78","3.8","0","1"
"2019/01/02 20:05:00","LONGIL","61762","32.79","3.9","0","1"
"2019/01/02 20:10:00","LONGIL","61762","32.79","3.85","0","1"
"2019/01/02 20:15:00","LONGIL","61762","32.64","3.81","0","1"
"2019/01/02 20:20:00","LONGIL","61762","32.14","3.75","0","1"
"2019/01/02 20:25:00","LONGIL","61762","32.04","3.76","0","1"
"2019/01/02 20:30:00","LONGIL","61762","32.18","3.7","0","1"
"2019/01/02 20:35:00","LONGIL","61762","31.15","3.61","0","1"
"2019/01/02 20:40:00","LONGIL","61762","29.95","3.47","0","1"
"2019/01/02 20:45:00","LONGIL","61762","24.05","2.73","0","1"
"2019/01/02 20:50:00","LONGIL","61762","23.98","2.7","0","1"
"2019/01/02 20:55:00","LONGIL","61762","23.89","2.65","0","1"
"2019/01/02 21:00:00","LONGIL","61762","25.66","2.87","0","1"
"2019/01/02 21:04:17","LONGIL","61762","27.96","3.15","0","1"
"2019/01/02 21:05:00","LONGIL","61762","29.98","3.31","0","1"
"2019/01/02 21:06:29","LONGIL","61762","29.98","3.31","0","1"
"2019/01/02 21:10:00","LONGIL","61762","29.23","3.22","-0.01","1"
"2019/01/02 21:15:00","LONGIL","61762","29.23","3.22","-0.01","1"
"2019/01/02 21:20:00","LONGIL","61762","28.48","3.21","-0.01","1"
"2019/01/02 21:25:00","LONGIL","61762","27.16","3.06","-0.01","1"
"2019/01/02 21:30:00","LONGIL","61762","24.14","2.74","-0.01","1"
"2019/01/02 21:35:00","LONGIL","61762","26.6","2.77","-2.4","1"
"2019/01/02 21:40:00","LONGIL","61762","24.05","2.67","-0.01","1"
"2019/01/02 21:45:00","LONGIL","61762","26","2.63","-2.46","1"
"2019/01/02 21:50:00","LONGIL","61762","23.73","2.32","-2.69","1"
"2019/01/02 21:55:00","LONGIL","61762","31.65","2.65","-7.64","1"
"2019/01/02 22:00:00","LONGIL","61762","54.24","2.85","-28.45","1"
"2019/01/02 22:02:23","LONGIL","61762","35.11","3.63","-1.44","1"
"2019/01/02 22:05:00","LONGIL","61762","35.26","3.49","-1.43","1"
"2019/01/02 22:10:00","LONGIL","61762","35.26","3.49","-1.43","1"
"2019/01/02 22:10:41","LONGIL","61762","35.26","3.49","-1.43","1"
"2019/01/02 22:15:00","LONGIL","61762","32.18","1.84","-13.61","1"
"2019/01/02 22:20:00","LONGIL","61762","32.18","1.84","-13.61","1"
"2019/01/02 22:25:00","LONGIL","61762","31.57","1.46","-16.56","1"
"2019/01/02 22:30:00","LONGIL","61762","30.06","1.73","-12.18","1"
"2019/01/02 22:35:00","LONGIL","61762","29.03","1.76","-10.63","1"
"2019/01/02 22:40:00","LONGIL","61762","28.82","0.09","-27.89","1"
"2019/01/02 22:45:00","LONGIL","61762","17.84","1.69","0","1"
"2019/01/02 22:50:00","LONGIL","61762","17.81","1.66","0","1"
"2019/01/02 22:55:00","LONGIL","61762","5.94","0.54","0","1"
"2019/01/02 23:00:00","LONGIL","61762","20.9","2.12","0","1"
"2019/01/02 23:05:00","LONGIL","61762","21.09","2.39","0","1"
"2019/01/02 23:10:00","LONGIL","61762","24.02","2.34","-3.4","1"
"2019/01/02 23:15:00","LONGIL","61762","24.03","2.18","-3.72","1"
"2019/01/02 23:20:00","LONGIL","61762","24.34","1.74","-7.84","1"
"2019/01/02 23:25:00","LONGIL","61762","24.31","1.71","-7.86","1"
"2019/01/02 23:30:00","LONGIL","61762","24.29","1.68","-7.88","1"
"2019/01/02 23:35:00","LONGIL","61762","28.15","1.58","-12.55","1"
"2019/01/02 23:40:00","LONGIL","61762","24.93","0.92","-15.92","1"
"2019/01/02 23:45:00","LONGIL","61762","25.73","0.03","-25.45","1"
"2019/01/02 23:50:00","LONGIL","61762","27.58","-0.63","-33.95","1"
"2019/01/02 23:55:00","LONGIL","61762","6.39","0.63","0","1"
"2019/01/03 00:00:00","LONGIL","61762","31.18","3.02","-0.01","1"
"2019/01/03 00:05:00","LONGIL","61762","32.77","3","-0.01","1"
"2019/01/03 00:10:00","LONGIL","61762","26.79","2.48","-0.01","1"
"2019/01/03 00:15:00","LONGIL","61762","30.29","2.8","-0.01","1"
"2019/01/03 00:20:00","LONGIL","61762","26.41","2.49","-0.01","1"
"2019/01/03 00:25:00","LONGIL","61762","26.24","2.45","-0.01","1"
"2019/01/03 00:30:00","LONGIL","61762","26.49","2.41","-0.01","1"
"2019/01/03 00:35:00","LONGIL","61762","26.51","2.39","-0.01","1"
"2019/01/03 00:40:00","LONGIL","61762","30.54","0.02","-30.27","1"
"2019/01/03 00:45:00","LONGIL","61762","26.81","1.73","-6.89","1"
"2019/01/03 00:50:00","LONGIL","61762","30.94","1.64","-11.86","1"
"2019/01/03 00:55:00","LONGIL","61762","21.13","1.83","0","1"
