"Eastern Date Hour","Eastern Date Hour Time Zone","Zone Name","Zone PTID","DAM Zonal LBMP","DAM Zonal Losses","DAM Zonal Congestion","DAM Zonal Price Version"
"2019/01/07 00:00:00","EST","LONGIL","61762","26.7","2.28","-7.55","1"
"2019/01/07 01:00:00","EST","LONGIL","61762","24.88","2.21","-6.22","1"
"2019/01/07 02:00:00","EST","LONGIL","61762","24","2","-6.73","1"
"2019/01/07 03:00:00","EST","LONGIL","61762","23.75","2.07","-6.55","1"
"2019/01/07 04:00:00","EST","LONGIL","61762","23.85","2.02","-5.56","1"
"2019/01/07 05:00:00","EST","LONGIL","61762","29.73","2.39","-9.8","1"
"2019/01/07 06:00:00","EST","LONGIL","61762","35.54","4.19","-2.46","1"
"2019/01/07 07:00:00","EST","LONGIL","61762","38.68","4.91","-2.08","1"
"2019/01/07 08:00:00","EST","LONGIL","61762","38.92","5.16","-0.65","1"
"2019/01/07 09:00:00","EST","LONGIL","61762","38.22","4.99","-0.81","1"
"2019/01/07 10:00:00","EST","LONGIL","61762","41.3","4.74","-5.56","1"
"2019/01/07 11:00:00","EST","LONGIL","61762","40.44","4.4","-7.05","1"
"2019/01/07 12:00:00","EST","LONGIL","61762","35.24","3.89","-5.38","1"
"2019/01/07 13:00:00","EST","LONGIL","61762","35.44","3.51","-8.97","1"
"2019/01/07 14:00:00","EST","LONGIL","61762","36.36","3.32","-11.09","1"
"2019/01/07 15:00:00","EST","LONGIL","61762","39.14","2.91","-16.73","1"
"2019/01/07 16:00:00","EST","LONGIL","61762","48.1","4.06","-17.98","1"
"2019/01/07 17:00:00","EST","LONGIL","61762","61.1","6.06","-14.08","1"
"2019/01/07 18:00:00","EST","LONGIL","61762","53.21","5.55","-11.82","1"
"2019/01/07 19:00:00","EST","LONGIL","61762","57.2","4.26","-25.94","1"
"2019/01/07 20:00:00","EST","LONGIL","61762","45.17","3.11","-22.83","1"
"2019/01/07 21:00:00","EST","LONGIL","61762","41.24","2.42","-22.81","1"
"2019/01/07 22:00:00","EST","LONGIL","61762","31.25","1.94","-16.35","1"
"2019/01/07 23:00:00","EST","LONGIL","61762","28.09","1.6","-15.13","1"
"2019/01/08 00:00:00","EST","LONGIL","61762","28.36","1.42","-16.53","1"
"2019/01/08 01:00:00","EST","LONGIL","61762","26.49","1.44","-14.63","1"
"2019/01/08 02:00:00","EST","LONGIL","61762","23.48","1.39","-11.7","1"
"2019/01/08 03:00:00","EST","LONGIL","61762","23.26","1.38","-11.48","1"
"2019/01/08 04:00:00","EST","LONGIL","61762","23.68","1.21","-12.06","1"
"2019/01/08 05:00:00","EST","LONGIL","61762","28.67","1.53","-16.75","1"
"2019/01/08 06:00:00","EST","LONGIL","61762","34.79","2.78","-13.62","1"
"2019/01/08 07:00:00","EST","LONGIL","61762","39.34","3.49","-14.28","1"
"2019/01/08 08:00:00","EST","LONGIL","61762","34.31","3.78","-8.19","1"
"2019/01/08 09:00:00","EST","LONGIL","61762","34.58","3.89","-7.66","1"
"2019/01/08 10:00:00","EST","LONGIL","61762","39.99","3.86","-12.32","1"
"2019/01/08 11:00:00","EST","LONGIL","61762","37.09","3.9","-8.78","1"
"2019/01/08 12:00:00","EST","LONGIL","61762","36.4","3.48","-11.3","1"
"2019/01/08 13:00:00","EST","LONGIL","61762","33.96","3.35","-9.81","1"
"2019/01/08 14:00:00","EST","LONGIL","61762","34.01","3.46","-8.91","1"
"2019/01/08 15:00:00","EST","LONGIL","61762","33.17","3.28","-9.25","1"
"2019/01/08 16:00:00","EST","LONGIL","61762","52.57","4.23","-22.71","1"
"2019/01/08 17:00:00","EST","LONGIL","61762","51.36","4.68","-17.27","1"
"2019/01/08 18:00:00","EST","LONGIL","61762","45.16","4.69","-10.96","1"
"2019/01/08 19:00:00","EST","LONGIL","61762","42.51","4","-13.5","1"
"2019/01/08 20:00:00","EST","LONGIL","61762","36.64","3.92","-8.67","1"
"2019/01/08 21:00:00","EST","LONGIL","61762","33.2","3.21","-9.3","1"
"2019/01/08 22:00:00","EST","LONGIL","61762","26.62","2.53","-7.21","1"
"2019/01/08 23:00:00","EST","LONGIL","61762","25.96","2.29","-6.86","1"
"2019/01/09 00:00:00","EST","LONGIL","61762","21.27","1.45","-8.48","1"
"2019/01/09 01:00:00","EST","LONGIL","61762","19.96","1.28","-7.9","1"
"2019/01/09 02:00:00","EST","LONGIL","61762","18.79","1.24","-7.16","1"
"2019/01/09 03:00:00","EST","LONGIL","61762","18.72","1.19","-7.17","1"
"2019/01/09 04:00:00","EST","LONGIL","61762","18.9","1.13","-7.38","1"
"2019/01/09 05:00:00","EST","LONGIL","61762","21.28","1.63","-7.67","1"
"2019/01/09 06:00:00","EST","LONGIL","61762","29.33","2.69","-9.09","1"
"2019/01/09 07:00:00","EST","LONGIL","61762","32.43","3.16","-9.66","1"
"2019/01/09 08:00:00","EST","LONGIL","61762","31.21","3.31","-8.2","1"
"2019/01/09 09:00:00","EST","LONGIL","61762","30.01","3.75","-3.91","1"
"2019/01/09 10:00:00","EST","LONGIL","61762","31.88","3.61","-6.36","1"
"2019/01/09 11:00:00","EST","LONGIL","61762","33.21","3.59","-8.16","1"
"2019/01/09 12:00:00","EST","LONGIL","61762","31.44","3.33","-7.71","1"
"2019/01/09 13:00:00","EST","LONGIL","61762","30.27","2.94","-9.6","1"
"2019/01/09 14:00:00","EST","LONGIL","61762","31.65","2.95","-10.96","1"
"2019/01/09 15:00:00","EST","LONGIL","61762","30.86","2.91","-10.28","1"
"2019/01/09 16:00:00","EST","LONGIL","61762","39.98","3.56","-14.96","1"
"2019/01/09 17:00:00","EST","LONGIL","61762","52.17","4.87","-17.61","1"
"2019/01/09 18:00:00","EST","LONGIL","61762","47.01","4.53","-14.88","1"
"2019/01/09 19:00:00","EST","LONGIL","61762","42.09","4.46","-10.61","1"
"2019/01/09 20:00:00","EST","LONGIL","61762","38.53","3.89","-11.63","1"
"2019/01/09 21:00:00","EST","LONGIL","61762","32.4","3.14","-10.21","1"
"2019/01/09 22:00:00","EST","LONGIL","61762","26.29","2.41","-7.96","1"
"2019/01/09 23:00:00","EST","LONGIL","61762","24.64","2.55","-4.6","1"
"2019/01/10 00:00:00","EST","LONGIL","61762","27.6","1.69","-13.87","1"
"2019/01/10 01:00:00","EST","LONGIL","61762","24.14","1.39","-12.28","1"
"2019/01/10 02:00:00","EST","LONGIL","61762","22.23","1.33","-10.46","1"
"2019/01/10 03:00:00","EST","LONGIL","61762","21.75","1.36","-9.94","1"
"2019/01/10 04:00:00","EST","LONGIL","61762","22.88","1.28","-11.07","1"
"2019/01/10 05:00:00","EST","LONGIL","61762","31.64","2.13","-15.01","1"
"2019/01/10 06:00:00","EST","LONGIL","61762","35.34","3","-12.18","1"
"2019/01/10 07:00:00","EST","LONGIL","61762","41.57","4.11","-11.26","1"
"2019/01/10 08:00:00","EST","LONGIL","61762","39.59","3.91","-10.92","1"
"2019/01/10 09:00:00","EST","LONGIL","61762","37.82","4.25","-7.16","1"
"2019/01/10 10:00:00","EST","LONGIL","61762","40.84","4.12","-10.48","1"
"2019/01/10 11:00:00","EST","LONGIL","61762","39.52","4.15","-9.09","1"
"2019/01/10 12:00:00","EST","LONGIL","61762","39.02","3.83","-10.93","1"
"2019/01/10 13:00:00","EST","LONGIL","61762","38.9","3.47","-13.33","1"
"2019/01/10 14:00:00","EST","LONGIL","61762","38.99","3.35","-14.29","1"
"2019/01/10 15:00:00","EST","LONGIL","61762","40.69","3.59","-14.55","1"
"2019/01/10 16:00:00","EST","LONGIL","61762","47.55","4.35","-16.51","1"
"2019/01/10 17:00:00","EST","LONGIL","61762","59.36","5.77","-18.41","1"
"2019/01/10 18:00:00","EST","LONGIL","61762","55.36","5.33","-16.53","1"
"2019/01/10 19:00:00","EST","LONGIL","61762","55.53","5.69","-14.25","1"
"2019/01/10 20:00:00","EST","LONGIL","61762","49.72","5.21","-13.12","1"
"2019/01/10 21:00:00","EST","LONGIL","61762","44.96","4.67","-11.3","1"
"2019/01/10 22:00:00","EST","LONGIL","61762","37.7","3.55","-11.8","1"
"2019/01/10 23:00:00","EST","LONGIL","61762","34.14","3.2","-9.47","1"
"2019/01/11 00:00:00","EST","LONGIL","61762","45.42","2.9","-23.28","1"
"2019/01/11 01:00:00","EST","LONGIL","61762","38.69","2.59","-18.71","1"
"2019/01/11 02:00:00","EST","LONGIL","61762","33.82","2.57","-14.11","1"
"2019/01/11 03:00:00","EST","LONGIL","61762","38.87","2.62","-18.79","1"
"2019/01/11 04:00:00","EST","LONGIL","61762","34.38","2.61","-12.85","1"
"2019/01/11 05:00:00","EST","LONGIL","61762","47.69","3.56","-20.09","1"
"2019/01/11 06:00:00","EST","LONGIL","61762","62.3","4.91","-25.73","1"
"2019/01/11 07:00:00","EST","LONGIL","61762","69.16","5.17","-32.86","1"
"2019/01/11 08:00:00","EST","LONGIL","61762","68.38","5.11","-32.64","1"
"2019/01/11 09:00:00","EST","LONGIL","61762","68.27","4.54","-35.85","1"
"2019/01/11 10:00:00","EST","LONGIL","61762","66.52","4.8","-32.8","1"
"2019/01/11 11:00:00","EST","LONGIL","61762","65.75","4.51","-33.6","1"
"2019/01/11 12:00:00","EST","LONGIL","61762","61.58","3.84","-33.88","1"
"2019/01/11 13:00:00","EST","LONGIL","61762","61.99","3.75","-35.37","1"
"2019/01/11 14:00:00","EST","LONGIL","61762","62.2","3.57","-36.9","1"
"2019/01/11 15:00:00","EST","LONGIL","61762","62.2","3.58","-36.93","1"
"2019/01/11 16:00:00","EST","LONGIL","61762","71.9","4.36","-41.26","1"
"2019/01/11 17:00:00","EST","LONGIL","61762","88","6.6","-42.1","1"
"2019/01/11 18:00:00","EST","LONGIL","61762","95.2","5.92","-54.44","1"
"2019/01/11 19:00:00","EST","LONGIL","61762","86.23","5.53","-48.02","1"
"2019/01/11 20:00:00","EST","LONGIL","61762","78.76","4.76","-45.81","1"
"2019/01/11 21:00:00","EST","LONGIL","61762","70.79","4.62","-38.68","1"
"2019/01/11 22:00:00","EST","LONGIL","61762","62.84","3.49","-38.05","1"
"2019/01/11 23:00:00","EST","LONGIL","61762","58.29","4.21","-28.11","1"
"2019/01/12 00:00:00","EST","LONGIL","61762","49.49","3.16","-24.08","1"
"2019/01/12 01:00:00","EST","LONGIL","61762","44.72","2.92","-21.21","1"
"2019/01/12 02:00:00","EST","LONGIL","61762","43.84","2.57","-22.67","1"
"2019/01/12 03:00:00","EST","LONGIL","61762","42.55","2.33","-23.42","1"
"2019/01/12 04:00:00","EST","LONGIL","61762","37.3","2.54","-15.95","1"
"2019/01/12 05:00:00","EST","LONGIL","61762","46.74","3.17","-21.88","1"
"2019/01/12 06:00:00","EST","LONGIL","61762","51.24","3.73","-21.75","1"
"2019/01/12 07:00:00","EST","LONGIL","61762","50.1","3.26","-24.52","1"
"2019/01/12 08:00:00","EST","LONGIL","61762","50.82","4.36","-17","1"
"2019/01/12 09:00:00","EST","LONGIL","61762","53.01","4.56","-17.45","1"
"2019/01/12 10:00:00","EST","LONGIL","61762","54.34","4.48","-18.76","1"
"2019/01/12 11:00:00","EST","LONGIL","61762","51.65","4.63","-15.12","1"
"2019/01/12 12:00:00","EST","LONGIL","61762","48.95","4.44","-13.7","1"
"2019/01/12 13:00:00","EST","LONGIL","61762","48.21","3.94","-17.31","1"
"2019/01/12 14:00:00","EST","LONGIL","61762","47.94","3.97","-16.94","1"
"2019/01/12 15:00:00","EST","LONGIL","61762","52.02","3.95","-21.36","1"
"2019/01/12 16:00:00","EST","LONGIL","61762","61.15","4.8","-25.2","1"
"2019/01/12 17:00:00","EST","LONGIL","61762","74.02","5.6","-31.57","1"
"2019/01/12 18:00:00","EST","LONGIL","61762","74.02","5.49","-32.68","1"
"2019/01/12 19:00:00","EST","LONGIL","61762","62.62","4.94","-26.02","1"
"2019/01/12 20:00:00","EST","LONGIL","61762","60.46","4.71","-25.72","1"
"2019/01/12 21:00:00","EST","LONGIL","61762","56.28","4.36","-23.43","1"
"2019/01/12 22:00:00","EST","LONGIL","61762","45.02","3.76","-16.36","1"
"2019/01/12 23:00:00","EST","LONGIL","61762","41.9","3.24","-15.98","1"
"2019/01/13 00:00:00","EST","LONGIL","61762","39.78","3.13","-13.96","1"
"2019/01/13 01:00:00","EST","LONGIL","61762","37.9","2.68","-15.65","1"
"2019/01/13 02:00:00","EST","LONGIL","61762","32.18","2.63","-9.8","1"
"2019/01/13 03:00:00","EST","LONGIL","61762","31.98","2.47","-10.33","1"
"2019/01/13 04:00:00","EST","LONGIL","61762","31.81","2.23","-10.21","1"
"2019/01/13 05:00:00","EST","LONGIL","61762","36.26","2.67","-14.13","1"
"2019/01/13 06:00:00","EST","LONGIL","61762","36.54","3.01","-12.3","1"
"2019/01/13 07:00:00","EST","LONGIL","61762","37.94","3.03","-13.4","1"
"2019/01/13 08:00:00","EST","LONGIL","61762","42.65","4.02","-11.32","1"
"2019/01/13 09:00:00","EST","LONGIL","61762","42.61","4.28","-9.05","1"
"2019/01/13 10:00:00","EST","LONGIL","61762","43.71","4.33","-8.9","1"
"2019/01/13 11:00:00","EST","LONGIL","61762","41.72","4.19","-8.42","1"
"2019/01/13 12:00:00","EST","LONGIL","61762","41.09","3.67","-11.77","1"
"2019/01/13 13:00:00","EST","LONGIL","61762","40.45","3.63","-11.77","1"
"2019/01/13 14:00:00","EST","LONGIL","61762","39.14","3.34","-12.76","1"
"2019/01/13 15:00:00","EST","LONGIL","61762","45.62","3.4","-18.79","1"
"2019/01/13 16:00:00","EST","LONGIL","61762","59.02","4.87","-20.99","1"
"2019/01/13 17:00:00","EST","LONGIL","61762","69.22","6.06","-21.12","1"
"2019/01/13 18:00:00","EST","LONGIL","61762","64.47","5.69","-18.67","1"
"2019/01/13 19:00:00","EST","LONGIL","61762","61.35","5.34","-18.94","1"
"2019/01/13 20:00:00","EST","LONGIL","61762","59.73","4.76","-23.05","1"
"2019/01/13 21:00:00","EST","LONGIL","61762","53.88","4.35","-20.55","1"
"2019/01/13 22:00:00","EST","LONGIL","61762","41.3","3.35","-14.96","1"
"2019/01/13 23:00:00","EST","LONGIL","61762","39.09","3.15","-13.91","1"
